name,vocabulary,doi,ModellingCenter,Project,Experiment,GCM,RCM,classObs,Run,resX.atmos,resY.atmos,SoftwareVersion,SimulationDomain,xmin.atmos,xmax.atmos,ymin.atmos,ymax.atmos,meanpr,tas,TN,TX,wind,prsn,TXx,TNn,Rx1day,Rx5day,CDD,spi6,tx35,tx35isimip,tx40,tx40isimip,hdd,fd,fdisimip,cd,pr_version,tas_version,tasmax_version,tasmin_version,sfcWind_version
CORDEX-NAM-22_CCCma-CanESM2_historical_r1i1p1_OURANOS-CRCM5_v1,ipcc,NA,OURANOS,CORDEX-NAM,Historical,CANESM2,CRCM5,NA,r1i1p1,0.22,0.22,v1,NAM-22,-171.4,-22.6,12.6,76.3,1,1,1,1,0,NA,1,1,1,1,1,1,1,NA,1,NA,1,1,NA,NA,v20180221,v20180221,v20180221,v20180221,NA
CORDEX-NAM-22_CCCma-CanESM2_rcp45_r1i1p1_OURANOS-CRCM5_v1,ipcc,NA,OURANOS,CORDEX-NAM,RCP45,CANESM2,CRCM5,NA,r1i1p1,0.22,0.22,v1,NAM-22,-171.4,-22.6,12.6,76.3,1,1,1,1,0,NA,1,1,1,1,1,1,1,NA,1,NA,1,1,NA,NA,v20190604,v20190604,v20190604,v20190604,NA
CORDEX-NAM-22_CCCma-CanESM2_rcp85_r1i1p1_OURANOS-CRCM5_v1,ipcc,NA,OURANOS,CORDEX-NAM,RCP85,CANESM2,CRCM5,NA,r1i1p1,0.22,0.22,v1,NAM-22,-171.4,-22.6,12.6,76.3,1,1,1,1,0,NA,1,1,1,1,1,1,1,NA,1,NA,1,1,NA,NA,v20180417,v20180417,v20180417,v20180417,NA
CORDEX-NAM-22_CNRM-CERFACS-CNRM-CM5_historical_r1i1p1_OURANOS-CRCM5_v1,ipcc,NA,OURANOS,CORDEX-NAM,Historical,CNRM-CM5,CRCM5,NA,r1i1p1,0.22,0.22,v1,NAM-22,-171.4,-22.6,12.6,76.3,1,1,1,1,0,NA,1,1,1,1,1,1,1,NA,1,NA,1,1,NA,NA,v20181203,v20181203,v20181203,v20181203,NA
CORDEX-NAM-22_CNRM-CERFACS-CNRM-CM5_rcp45_r1i1p1_OURANOS-CRCM5_v1,ipcc,NA,OURANOS,CORDEX-NAM,RCP45,CNRM-CM5,CRCM5,NA,r1i1p1,0.22,0.22,v1,NAM-22,-171.4,-22.6,12.6,76.3,1,1,1,1,0,NA,1,1,1,1,1,1,1,NA,1,NA,1,1,NA,NA,v20190626,v20190626,v20190626,v20190626,NA
CORDEX-NAM-22_CNRM-CERFACS-CNRM-CM5_rcp85_r1i1p1_OURANOS-CRCM5_v1,ipcc,NA,OURANOS,CORDEX-NAM,RCP85,CNRM-CM5,CRCM5,NA,r1i1p1,0.22,0.22,v1,NAM-22,-171.4,-22.6,12.6,76.3,1,1,1,1,0,NA,1,1,1,1,1,1,1,NA,1,NA,1,1,NA,NA,v20181211,v20181211,v20181211,v20181211,NA
CORDEX-NAM-22_MPI-M-MPI-ESM-LR_historical_r1i1p1_OURANOS-CRCM5_v1,ipcc,NA,OURANOS,CORDEX-NAM,Historical,MPI-ESM-LR,CRCM5,NA,r1i1p1,0.22,0.22,v1,NAM-22,-171.4,-22.6,12.6,76.3,1,1,1,1,0,NA,1,1,1,1,1,1,1,NA,1,NA,1,1,NA,NA,v20181017,v20181017,v20181017,v20181017,NA
CORDEX-NAM-22_MPI-M-MPI-ESM-LR_rcp45_r1i1p1_OURANOS-CRCM5_v1,ipcc,NA,OURANOS,CORDEX-NAM,RCP45,MPI-ESM-LR,CRCM5,NA,r1i1p1,0.22,0.22,v1,NAM-22,-171.4,-22.6,12.6,76.3,1,1,1,1,0,NA,1,1,1,1,1,1,1,NA,1,NA,1,1,NA,NA,v20191028,v20190814,v20190814,v20190814,NA
CORDEX-NAM-22_MPI-M-MPI-ESM-LR_rcp85_r1i1p1_OURANOS-CRCM5_v1,ipcc,NA,OURANOS,CORDEX-NAM,RCP85,MPI-ESM-LR,CRCM5,NA,r1i1p1,0.22,0.22,v1,NAM-22,-171.4,-22.6,12.6,76.3,1,1,1,1,0,NA,1,1,1,1,1,1,1,NA,1,NA,1,1,NA,NA,v20181107,v20181107,v20181107,v20181107,NA
CORDEX-NAM-22_NOAA-GFDL-GFDL-ESM2M_historical_r1i1p1_OURANOS-CRCM5_v1,ipcc,NA,OURANOS,CORDEX-NAM,Historical,GFDL-ESM2M,CRCM5,NA,r1i1p1,0.22,0.22,v1,NAM-22,-171.4,-22.6,12.6,76.3,1,1,1,1,0,NA,1,1,1,1,1,1,1,NA,1,NA,1,1,NA,NA,v20180626,v20180626,v20180626,v20180626,NA
CORDEX-NAM-22_NOAA-GFDL-GFDL-ESM2M_rcp45_r1i1p1_OURANOS-CRCM5_v1,ipcc,NA,OURANOS,CORDEX-NAM,RCP45,GFDL-ESM2M,CRCM5,NA,r1i1p1,0.22,0.22,v1,NAM-22,-171.4,-22.6,12.6,76.3,1,1,1,1,0,NA,1,1,1,1,1,1,1,NA,1,NA,1,1,NA,NA,v20190604,v20190604,v20190604,v20190604,NA
CORDEX-NAM-22_NOAA-GFDL-GFDL-ESM2M_rcp85_r1i1p1_OURANOS-CRCM5_v1,ipcc,NA,OURANOS,CORDEX-NAM,RCP85,GFDL-ESM2M,CRCM5,NA,r1i1p1,0.22,0.22,v1,NAM-22,-171.4,-22.6,12.6,76.3,1,1,1,1,0,NA,1,1,1,1,1,1,1,NA,1,NA,1,1,NA,NA,v20181008,v20181008,v20181008,v20181008,NA
CORDEX-NAM-22_MPI-M-MPI-ESM-LR_historical_r1i1p1_UA-WRF_v3-5-1,ipcc,NA,UA,CORDEX-NAM,Historical,MPI-ESM-LR,WRF,NA,r1i1p1,0.22,0.22,v3-5-1,NAM-22,-171.4,-22.6,12.6,76.3,1,1,1,1,1,NA,1,1,1,1,1,1,1,NA,1,NA,1,1,NA,NA,v20200831,v20200831,v20200831,v20200831,v20200831
CORDEX-NAM-22_MPI-M-MPI-ESM-LR_rcp85_r1i1p1_UA-WRF_v3-5-1,ipcc,NA,UA,CORDEX-NAM,RCP85,MPI-ESM-LR,WRF,NA,r1i1p1,0.22,0.22,v3-5-1,NAM-22,-171.4,-22.6,12.6,76.3,1,1,1,1,1,NA,1,1,1,1,1,1,1,NA,1,NA,1,1,NA,NA,v20200831,v20200831,v20200831,v20200831,v20200831
CORDEX-NAM-22_CCCma-CanESM2_historical_r1i1p1_UQAM-CRCM5_v1,ipcc,NA,UQAM,CORDEX-NAM,Historical,CANESM2,CRCM5,NA,r1i1p1,0.22,0.22,v1,NAM-22,-171.4,-22.6,12.6,76.3,1,1,1,1,1,NA,1,1,1,1,1,1,1,NA,1,NA,1,1,NA,NA,v20200831,v20200831,v20200831,v20200831,v20200831
CORDEX-NAM-22_CCCma-CanESM2_rcp85_r1i1p1_UQAM-CRCM5_v1,ipcc,NA,UQAM,CORDEX-NAM,RCP85,CANESM2,CRCM5,NA,r1i1p1,0.22,0.22,v1,NAM-22,-171.4,-22.6,12.6,76.3,1,1,1,1,1,NA,1,1,1,1,1,1,1,NA,1,NA,1,1,NA,NA,v20200831,v20200831,v20200831,v20200831,v20200831
CORDEX-NAM-22_MPI-M-MPI-ESM-LR_historical_r1i1p1_UQAM-CRCM5_v1,ipcc,NA,UQAM,CORDEX-NAM,Historical,MPI-ESM-LR,CRCM5,NA,r1i1p1,0.22,0.22,v1,NAM-22,-171.4,-22.6,12.6,76.3,1,1,1,1,1,NA,1,1,1,1,1,1,1,NA,1,NA,1,1,NA,NA,v20200831,v20200831,v20200831,v20200831,v20200831
CORDEX-NAM-22_MPI-M-MPI-ESM-LR_rcp85_r1i1p1_UQAM-CRCM5_v1,ipcc,NA,UQAM,CORDEX-NAM,RCP85,MPI-ESM-LR,CRCM5,NA,r1i1p1,0.22,0.22,v1,NAM-22,-171.4,-22.6,12.6,76.3,1,1,1,1,1,NA,1,1,1,1,1,1,1,NA,1,NA,1,1,NA,NA,v20200831,v20200831,v20200831,v20200831,v20200831
CORDEX-NAM-22_MPI-M-MPI-ESM-MR_historical_r1i1p1_UQAM-CRCM5_v1,ipcc,NA,UQAM,CORDEX-NAM,Historical,MPI-ESM-MR,CRCM5,NA,r1i1p1,0.22,0.22,v1,NAM-22,-171.4,-22.6,12.6,76.3,1,1,1,1,1,NA,1,1,1,1,1,1,1,NA,1,NA,1,1,NA,NA,v20200831,v20200831,v20200831,v20200831,v20200831
CORDEX-NAM-22_MPI-M-MPI-ESM-MR_rcp85_r1i1p1_UQAM-CRCM5_v1,ipcc,NA,UQAM,CORDEX-NAM,RCP85,MPI-ESM-MR,CRCM5,NA,r1i1p1,0.22,0.22,v1,NAM-22,-171.4,-22.6,12.6,76.3,1,1,1,1,1,NA,1,1,1,1,1,1,1,NA,1,NA,1,1,NA,NA,v20200831,v20200831,v20200831,v20200831,v20200831
CORDEX-NAM-44_ICHEC-EC-EARTH_historical_r3i1p1_DMI-HIRHAM5_v1,ipcc,NA,DMI,CORDEX-NAM,Historical,EC-EARTH,HIRHAM5,NA,r3i1p1,0.44,0.44,v1,NAM-44,-171.4,-22.6,12.6,76.3,1,1,1,1,1,NA,1,1,1,1,1,1,1,NA,1,NA,1,1,NA,NA,v20131108,v20131108,v20131108,v20131108,v20131108
CORDEX-NAM-44_ICHEC-EC-EARTH_rcp45_r3i1p1_DMI-HIRHAM5_v1,ipcc,NA,DMI,CORDEX-NAM,RCP45,EC-EARTH,HIRHAM5,NA,r3i1p1,0.44,0.44,v1,NAM-44,-171.4,-22.6,12.6,76.3,1,1,1,1,1,NA,1,1,1,1,1,1,1,NA,1,NA,1,1,NA,NA,v20131108,v20131108,v20131108,v20131108,v20131108
CORDEX-NAM-44_ICHEC-EC-EARTH_rcp85_r3i1p1_DMI-HIRHAM5_v1,ipcc,NA,ISU,CORDEX-NAM,RCP85,EC-EARTH,HIRHAM5,NA,r3i1p1,0.44,0.44,v1,NAM-44,-171.4,-22.6,12.6,76.3,1,1,1,1,1,NA,1,1,1,1,1,1,1,NA,1,NA,1,1,NA,NA,v20131108,v20131108,v20131108,v20131108,v20131108
CORDEX-NAM-44_NOAA-GFDL-GFDL-ESM2M_historical_r1i1p1_ISU-RegCM4_v4-4-rc8,ipcc,NA,ISU,CORDEX-NAM,Historical,GFDL-ESM2M,RegCM4-4,NA,r1i1p1,0.44,0.44,v4-4-rc8,NAM-44,-171.4,-22.6,12.6,76.3,1,1,1,1,1,NA,1,1,1,1,1,1,1,NA,1,NA,1,1,NA,NA,v20200831,v20200831,v20200831,v20200831,v20200831
CORDEX-NAM-44_NOAA-GFDL-GFDL-ESM2M_rcp85_r1i1p1_ISU-RegCM4_v4-4-rc8,ipcc,NA,ISU,CORDEX-NAM,RCP85,GFDL-ESM2M,RegCM4-4,NA,r1i1p1,0.44,0.44,v4-4-rc8,NAM-44,-171.4,-22.6,12.6,76.3,1,1,1,1,1,NA,1,1,1,1,1,1,1,NA,1,NA,1,1,NA,NA,v20200831,v20200831,v20200831,v20200831,v20200831
CORDEX-NAM-44_NOAA-GFDL-GFDL-ESM2M_historical_r1i1p1_NCAR-WRF_v3-5-1,ipcc,NA,NCAR,CORDEX-NAM,Historical,GFDL-ESM2M,WRF,NA,r1i1p1,0.44,0.44,v3-5-1,NAM-44,-171.4,-22.6,12.6,76.3,1,1,1,1,1,NA,1,1,1,1,1,1,1,NA,1,NA,1,1,NA,NA,v20200831,v20200831,v20200831,v20200831,v20200831
CORDEX-NAM-44_NOAA-GFDL-GFDL-ESM2M_rcp85_r1i1p1_NCAR-WRF_v3-5-1,ipcc,NA,NCAR,CORDEX-NAM,RCP85,GFDL-ESM2M,WRF,NA,r1i1p1,0.44,0.44,v3-5-1,NAM-44,-171.4,-22.6,12.6,76.3,1,1,1,1,1,NA,1,1,1,1,1,1,1,NA,1,NA,1,1,NA,NA,v20200831,v20200831,v20200831,v20200831,v20200831
CORDEX-NAM-44_CCCma-CanESM2_historical_r1i1p1_SMHI-RCA4_v1,ipcc,NA,SMHI,CORDEX-NAM,Historical,CANESM2,RCA4,NA,r1i1p1,0.44,0.44,v1,NAM-44,-171.4,-22.6,12.6,76.3,1,1,1,1,1,NA,1,1,1,1,1,1,1,NA,1,NA,1,1,NA,NA,v20140401,v20140401,v20140401,v20140401,v20140401
CORDEX-NAM-44_CCCma-CanESM2_rcp45_r1i1p1_SMHI-RCA4_v1,ipcc,NA,SMHI,CORDEX-NAM,RCP45,CANESM2,RCA4,NA,r1i1p1,0.44,0.44,v1,NAM-44,-171.4,-22.6,12.6,76.3,1,1,1,1,1,NA,1,1,1,1,1,1,1,NA,1,NA,1,1,NA,NA,v20140401,v20140401,v20140401,v20140401,v20140401
CORDEX-NAM-44_CCCma-CanESM2_rcp85_r1i1p1_SMHI-RCA4_v1,ipcc,NA,SMHI,CORDEX-NAM,RCP85,CANESM2,RCA4,NA,r1i1p1,0.44,0.44,v1,NAM-44,-171.4,-22.6,12.6,76.3,1,1,1,1,1,NA,1,1,1,1,1,1,1,NA,1,NA,1,1,NA,NA,v20140401,v20140401,v20140401,v20140401,v20140401
CORDEX-NAM-44_ICHEC-EC-EARTH_historical_r12i1p1_SMHI-RCA4_v1,ipcc,NA,SMHI,CORDEX-NAM,Historical,EC-EARTH,RCA4,NA,r12i1p1,0.44,0.44,v1,NAM-44,-171.4,-22.6,12.6,76.3,1,1,1,1,1,NA,1,1,1,1,1,1,1,NA,1,NA,1,1,NA,NA,v20140401,v20140401,v20140401,v20140401,v20140401
CORDEX-NAM-44_ICHEC-EC-EARTH_rcp26_r12i1p1_SMHI-RCA4_v1,ipcc,NA,SMHI,CORDEX-NAM,RCP26,EC-EARTH,RCA4,NA,r12i1p1,0.44,0.44,v1,NAM-44,-171.4,-22.6,12.6,76.3,1,1,1,1,1,NA,1,1,1,1,1,1,1,NA,1,NA,1,1,NA,NA,v20140401,v20140401,v20140401,v20140401,v20140401
CORDEX-NAM-44_ICHEC-EC-EARTH_rcp45_r12i1p1_SMHI-RCA4_v1,ipcc,NA,SMHI,CORDEX-NAM,RCP45,EC-EARTH,RCA4,NA,r12i1p1,0.44,0.44,v1,NAM-44,-171.4,-22.6,12.6,76.3,1,1,1,1,1,NA,1,1,1,1,1,1,1,NA,1,NA,1,1,NA,NA,v20140401,v20140401,v20140401,v20140401,v20140401
CORDEX-NAM-44_ICHEC-EC-EARTH_rcp85_r12i1p1_SMHI-RCA4_v1,ipcc,NA,SMHI,CORDEX-NAM,RCP85,EC-EARTH,RCA4,NA,r12i1p1,0.44,0.44,v1,NAM-44,-171.4,-22.6,12.6,76.3,1,1,1,1,1,NA,1,1,1,1,1,1,1,NA,1,NA,1,1,NA,NA,v20140401,v20140401,v20140401,v20140401,v20140401
SAM-22_MOHC-HadGEM2-ES_historical_r1i1p1_GERICS-REMO2015_v1,ipcc,NA,GERICS,CORDEX-SAM,Historical,HADGEM2-ES,REMO2015,NA,r1i1p1,0.22,0.22,v1,SAM-22,-105.7,-16.6,-57.7,18.9,1,1,1,1,1,NA,1,1,1,1,1,1,1,NA,1,NA,1,1,NA,NA,v20191015,v20191015,v20191015,v20191015,v20191015
SAM-22_MOHC-HadGEM2-ES_rcp26_r1i1p1_GERICS-REMO2015_v1,ipcc,NA,GERICS,CORDEX-SAM,RCP26,HADGEM2-ES,REMO2015,NA,r1i1p1,0.22,0.22,v1,SAM-22,-105.7,-16.6,-57.7,18.9,1,1,1,1,1,NA,1,1,1,1,1,1,1,NA,1,NA,1,1,NA,NA,v20191025,v20191025,v20191025,v20191025,v20191025
SAM-22_MOHC-HadGEM2-ES_rcp85_r1i1p1_GERICS-REMO2015_v1,ipcc,NA,GERICS,CORDEX-SAM,RCP85,HADGEM2-ES,REMO2015,NA,r1i1p1,0.22,0.22,v1,SAM-22,-105.7,-16.6,-57.7,18.9,1,1,1,1,1,NA,1,1,1,1,1,1,1,NA,1,NA,1,1,NA,NA,v20191029,v20191029,v20191029,v20191029,v20191029
SAM-22_MPI-M-MPI-ESM-LR_historical_r1i1p1_GERICS-REMO2015_v1,ipcc,NA,GERICS,CORDEX-SAM,Historical,MPI-ESM-LR,REMO2015,NA,r1i1p1,0.22,0.22,v1,SAM-22,-105.7,-16.6,-57.7,18.9,1,1,1,1,1,NA,1,1,1,1,1,1,1,NA,1,NA,1,1,NA,NA,v20191015,v20191015,v20191015,v20191015,v20191015
SAM-22_MPI-M-MPI-ESM-LR_rcp26_r1i1p1_GERICS-REMO2015_v1,ipcc,NA,GERICS,CORDEX-SAM,RCP26,MPI-ESM-LR,REMO2015,NA,r1i1p1,0.22,0.22,v1,SAM-22,-105.7,-16.6,-57.7,18.9,1,1,1,1,1,NA,1,1,1,1,1,1,1,NA,1,NA,1,1,NA,NA,v20191025,v20191025,v20191025,v20191025,v20191025
SAM-22_MPI-M-MPI-ESM-LR_rcp85_r1i1p1_GERICS-REMO2015_v1,ipcc,NA,GERICS,CORDEX-SAM,RCP85,MPI-ESM-LR,REMO2015,NA,r1i1p1,0.22,0.22,v1,SAM-22,-105.7,-16.6,-57.7,18.9,1,1,1,1,1,NA,1,1,1,1,1,1,1,NA,1,NA,1,1,NA,NA,v20191029,v20191029,v20191029,v20191029,v20191029
SAM-22_NCC-NorESM1-M_historical_r1i1p1_GERICS-REMO2015_v1,ipcc,NA,GERICS,CORDEX-SAM,Historical,NORESM1-M,REMO2015,NA,r1i1p1,0.22,0.22,v1,SAM-22,-105.7,-16.6,-57.7,18.9,1,1,1,1,1,NA,1,1,1,1,1,1,1,NA,1,NA,1,1,NA,NA,v20191015,v20191015,v20191015,v20191015,v20191015
SAM-22_NCC-NorESM1-M_rcp26_r1i1p1_GERICS-REMO2015_v1,ipcc,NA,GERICS,CORDEX-SAM,RCP26,NORESM1-M,REMO2015,NA,r1i1p1,0.22,0.22,v1,SAM-22,-105.7,-16.6,-57.7,18.9,1,1,1,1,1,NA,1,1,1,1,1,1,1,NA,1,NA,1,1,NA,NA,v20191025,v20191025,v20191025,v20191025,v20191025
SAM-22_NCC-NorESM1-M_rcp85_r1i1p1_GERICS-REMO2015_v1,ipcc,NA,GERICS,CORDEX-SAM,RCP85,NORESM1-M,REMO2015,NA,r1i1p1,0.22,0.22,v1,SAM-22,-105.7,-16.6,-57.7,18.9,1,1,1,1,1,NA,1,1,1,1,1,1,1,NA,1,NA,1,1,NA,NA,v20191029,v20191029,v20191029,v20191029,v20191029
SAM-22_MOHC-HadGEM2-ES_historical_r1i1p1_ICTP-RegCM4-7_v0,ipcc,NA,ICTP,CORDEX-SAM,Historical,HADGEM2-ES,RegCM4-7,NA,r1i1p1,0.22,0.22,v0,SAM-22,-105.7,-16.6,-57.7,18.9,1,1,1,1,1,NA,1,1,1,1,1,1,1,NA,1,NA,1,1,NA,NA,v20190502,v20190502,v20190502,v20190502,v20190502
SAM-22_MOHC-HadGEM2-ES_rcp26_r1i1p1_ICTP-RegCM4-7_v0,ipcc,NA,ICTP,CORDEX-SAM,RCP26,HADGEM2-ES,RegCM4-7,NA,r1i1p1,0.22,0.22,v0,SAM-22,-105.7,-16.6,-57.7,18.9,1,1,1,1,1,NA,1,1,1,1,1,1,1,NA,1,NA,1,1,NA,NA,v20190502,v20190502,v20190502,v20190502,v20190502
SAM-22_MOHC-HadGEM2-ES_rcp85_r1i1p1_ICTP-RegCM4-7_v0,ipcc,NA,ICTP,CORDEX-SAM,RCP85,HADGEM2-ES,RegCM4-7,NA,r1i1p1,0.22,0.22,v0,SAM-22,-105.7,-16.6,-57.7,18.9,1,1,1,1,1,NA,1,1,1,1,1,1,1,NA,1,NA,1,1,NA,NA,v20190502,v20190502,v20190502,v20190502,v20190502
SAM-22_MPI-M-MPI-ESM-MR_historical_r1i1p1_ICTP-RegCM4-7_v0,ipcc,NA,ICTP,CORDEX-SAM,Historical,MPI-ESM-MR,RegCM4-7,NA,r1i1p1,0.22,0.22,v0,SAM-22,-105.7,-16.6,-57.7,18.9,1,1,1,1,1,NA,1,1,1,1,1,1,1,NA,1,NA,1,1,NA,NA,v20190502,v20190502,v20190502,v20190502,v20190502
SAM-22_MPI-M-MPI-ESM-MR_rcp26_r1i1p1_ICTP-RegCM4-7_v0,ipcc,NA,ICTP,CORDEX-SAM,RCP26,MPI-ESM-MR,RegCM4-7,NA,r1i1p1,0.22,0.22,v0,SAM-22,-105.7,-16.6,-57.7,18.9,1,1,1,1,1,NA,1,1,1,1,1,1,1,NA,1,NA,1,1,NA,NA,v20190502,v20190502,v20190502,v20190502,v20190502
SAM-22_MPI-M-MPI-ESM-MR_rcp85_r1i1p1_ICTP-RegCM4-7_v0,ipcc,NA,ICTP,CORDEX-SAM,RCP85,MPI-ESM-MR,RegCM4-7,NA,r1i1p1,0.22,0.22,v0,SAM-22,-105.7,-16.6,-57.7,18.9,1,1,1,1,1,NA,1,1,1,1,1,1,1,NA,1,NA,1,1,NA,NA,v20190502,v20190502,v20190502,v20190502,v20190502
SAM-22_NCC-NorESM1-M_historical_r1i1p1_ICTP-RegCM4-7_v0,ipcc,NA,ICTP,CORDEX-SAM,Historical,NORESM1-M,RegCM4-7,NA,r1i1p1,0.22,0.22,v0,SAM-22,-105.7,-16.6,-57.7,18.9,1,1,1,1,1,NA,1,1,1,1,1,1,1,NA,1,NA,1,1,NA,NA,v20190502,v20190502,v20190502,v20190502,v20190502
SAM-22_NCC-NorESM1-M_rcp26_r1i1p1_ICTP-RegCM4-7_v0,ipcc,NA,ICTP,CORDEX-SAM,RCP26,NORESM1-M,RegCM4-7,NA,r1i1p1,0.22,0.22,v0,SAM-22,-105.7,-16.6,-57.7,18.9,1,1,1,1,1,NA,1,1,1,1,1,1,1,NA,1,NA,1,1,NA,NA,v20190502,v20190502,v20190502,v20190502,v20190502
SAM-22_NCC-NorESM1-M_rcp85_r1i1p1_ICTP-RegCM4-7_v0,ipcc,NA,ICTP,CORDEX-SAM,RCP85,NORESM1-M,RegCM4-7,NA,r1i1p1,0.22,0.22,v0,SAM-22,-105.7,-16.6,-57.7,18.9,1,1,1,1,1,NA,1,1,1,1,1,1,1,NA,1,NA,1,1,NA,NA,v20190502,v20190502,v20190502,v20190502,v20190502
SAM-44_MOHC-HadGEM2-ES_historical_r1i1p1_ICTP-RegCM4-3_v4,ipcc,NA,ICTP,CORDEX-SAM,Historical,HADGEM2-ES,RegCM4-3,NA,r1i1p1,0.44,0.44,v4,SAM-44,-105.7,-16.6,-57.7,18.9,1,1,1,1,1,NA,1,1,1,1,1,1,1,NA,1,NA,1,1,NA,NA,v20151029,v20151029,v20151029,v20151029,v20151029
SAM-44_MOHC-HadGEM2-ES_rcp45_r1i1p1_ICTP-RegCM4-3_v4,ipcc,NA,ICTP,CORDEX-SAM,RCP26,HADGEM2-ES,RegCM4-3,NA,r1i1p1,0.44,0.44,v4,SAM-44,-105.7,-16.6,-57.7,18.9,1,1,1,1,1,NA,1,1,1,1,1,1,1,NA,1,NA,1,1,NA,NA,v20151029,v20151029,v20151029,v20151029,v20151029
SAM-44_MOHC-HadGEM2-ES_rcp85_r1i1p1_ICTP-RegCM4-3_v4,ipcc,NA,ICTP,CORDEX-SAM,RCP85,HADGEM2-ES,RegCM4-3,NA,r1i1p1,0.44,0.44,v4,SAM-44,-105.7,-16.6,-57.7,18.9,1,1,1,1,1,NA,1,1,1,1,1,1,1,NA,1,NA,1,1,NA,NA,v20151029,v20151029,v20151029,v20151029,v20151029
SAM-44_NOAA-GFDL-GFDL-ESM2M_historical_r1i1p1_ICTP-RegCM4-3_v4,ipcc,NA,ICTP,CORDEX-SAM,Historical,GFDL-ESM2M,RegCM4-3,NA,r1i1p1,0.44,0.44,v4,SAM-44,-105.7,-16.6,-57.7,18.9,1,1,1,1,1,NA,1,1,1,1,1,1,1,NA,1,NA,1,1,NA,NA,v20151029,v20151029,v20151029,v20151029,v20151029
SAM-44_NOAA-GFDL-GFDL-ESM2M_rcp85_r1i1p1_ICTP-RegCM4-3_v4,ipcc,NA,ICTP,CORDEX-SAM,RCP85,GFDL-ESM2M,RegCM4-3,NA,r1i1p1,0.44,0.44,v4,SAM-44,-105.7,-16.6,-57.7,18.9,0,0,1,1,0,NA,1,1,0,0,0,0,1,NA,1,NA,0,1,NA,NA,NA,NA,v20151029,v20151029,NA
SAM-44_MPI-M-MPI-ESM-LR_historical_r1i1p1_MPI-CSC-REMO2009_v1,ipcc,NA,MPI-CSC,CORDEX-SAM,Historical,MPI-ESM-LR,REMO2009,NA,r1i1p1,0.44,0.44,v1,SAM-44,-105.7,-16.6,-57.7,18.9,1,1,1,1,1,NA,1,1,1,1,1,1,1,NA,1,NA,1,1,NA,NA,v20160818,v20160818,v20160818,v20160818,v20160818
SAM-44_MPI-M-MPI-ESM-LR_rcp26_r1i1p1_MPI-CSC-REMO2009_v1,ipcc,NA,MPI-CSC,CORDEX-SAM,RCP26,MPI-ESM-LR,REMO2009,NA,r1i1p1,0.44,0.44,v1,SAM-44,-105.7,-16.6,-57.7,18.9,1,1,1,1,1,NA,1,1,1,1,1,1,1,NA,1,NA,1,1,NA,NA,v20160902,v20160902,v20160902,v20160902,v20160902
SAM-44_MPI-M-MPI-ESM-LR_rcp45_r1i1p1_MPI-CSC-REMO2009_v1,ipcc,NA,MPI-CSC,CORDEX-SAM,RCP45,MPI-ESM-LR,REMO2009,NA,r1i1p1,0.44,0.44,v1,SAM-44,-105.7,-16.6,-57.7,18.9,1,1,1,1,1,NA,1,1,1,1,1,1,1,NA,1,NA,1,1,NA,NA,v20160818,v20160818,v20160818,v20160818,v20160818
SAM-44_MPI-M-MPI-ESM-LR_rcp85_r1i1p1_MPI-CSC-REMO2009_v1,ipcc,NA,MPI-CSC,CORDEX-SAM,RCP85,MPI-ESM-LR,REMO2009,NA,r1i1p1,0.44,0.44,v1,SAM-44,-105.7,-16.6,-57.7,18.9,1,1,1,1,1,NA,1,1,1,1,1,1,1,NA,1,NA,1,1,NA,NA,v20160902,v20160902,v20160902,v20160902,v20160902
SAM-44_CCCma-CanESM2_historical_r1i1p1_SMHI-RCA4_v3,ipcc,NA,SMHI,CORDEX-SAM,Historical,CANESM2,RCA4,NA,r1i1p1,0.44,0.44,v3,SAM-44,-105.7,-16.6,-57.7,18.9,1,1,1,1,1,NA,1,1,1,1,1,1,1,NA,1,NA,1,1,NA,NA,v20170705,v20170705,v20170705,v20170705,v20170705
SAM-44_CCCma-CanESM2_rcp45_r1i1p1_SMHI-RCA4_v3,ipcc,NA,SMHI,CORDEX-SAM,RCP45,CANESM2,RCA4,NA,r1i1p1,0.44,0.44,v3,SAM-44,-105.7,-16.6,-57.7,18.9,1,1,1,1,1,NA,1,1,1,1,1,1,1,NA,1,NA,1,1,NA,NA,v20170705,v20170705,v20170705,v20170705,v20170705
SAM-44_CCCma-CanESM2_rcp85_r1i1p1_SMHI-RCA4_v3,ipcc,NA,SMHI,CORDEX-SAM,RCP85,CANESM2,RCA4,NA,r1i1p1,0.44,0.44,v3,SAM-44,-105.7,-16.6,-57.7,18.9,1,1,1,1,1,NA,1,1,1,1,1,1,1,NA,1,NA,1,1,NA,NA,v20170705,v20170705,v20170705,v20170705,v20170705
SAM-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_historical_r1i1p1_SMHI-RCA4_v3,ipcc,NA,SMHI,CORDEX-SAM,Historical,CSIRO-Mk3-6-0,RCA4,NA,r1i1p1,0.44,0.44,v3,SAM-44,-105.7,-16.6,-57.7,18.9,1,1,1,1,1,NA,1,1,1,1,1,1,1,NA,1,NA,1,1,NA,NA,v20170705,v20170705,v20170705,v20170705,v20170705
